AER,ASF
AER,GOJ
AER,KRR
AER,KZN
AER,MCX
AER,MRV
AER,NBC
AER,ROV
AER,UUA
ASF,AER
ASF,KZN
ASF,LED
CEK,KZN
CEK,OVB
DME,MCX
DME,NBC
DME,TGK
DME,UUA
GDZ,KZN
GOJ,AER
GYD,AER
GYD,NBC
KBP,KZN
KRR,AER
KRR,KZN
KUF,MRV
KZN,AER
KZN,ASF
KZN,CEK
KZN,GDZ
KZN,KBP
KZN,KRR
KZN,LED
KZN,MRV
KZN,MUC
KZN,PEE
KZN,SIP
LED,ASF
LED,KZN
LED,MCX
LED,NBC
LED,UUA
MCX,AER
MCX,DME
MCX,LED
MCX,MRV
MRV,AER
MRV,KUF
MRV,KZN
MRV,MCX
MUC,KZN
NBC,AER
NBC,DME
NBC,GYD
NBC,LED
NBC,SIP
NJC,UUA
OVB,CEK
PEE,KZN
ROV,AER
SGC,UUA
SIP,KZN
SIP,NBC
TGK,DME
UUA,AER
UUA,DME
UUA,LED
UUA,NJC
UUA,SGC
ANS,LIM
AYP,LIM
CUZ,LIM
CUZ,PEM
HUU,LIM
IQT,PCL
IQT,TPP
LIM,ANS
LIM,AYP
LIM,CUZ
LIM,HUU
LIM,PCL
LIM,TPP
PCL,IQT
PCL,LIM
PCL,TPP
PEM,CUZ
TPP,IQT
TPP,LIM
TPP,PCL
ABJ,BOY
ABJ,OUA
ACC,OUA
BKO,OUA
BOY,ABJ
BOY,OUA
COO,LFW
COO,OUA
DKR,OUA
LFW,COO
LFW,OUA
NIM,OUA
OUA,ABJ
OUA,ACC
OUA,BKO
OUA,BOY
OUA,COO
OUA,DKR
OUA,LFW
OUA,NIM
CUE,UIO
GPS,GYE
GPS,UIO
GYE,GPS
GYE,SCY
GYE,UIO
MEC,UIO
OCC,UIO
SCY,GYE
SCY,UIO
UIO,CUE
UIO,GPS
UIO,GYE
UIO,MEC
UIO,OCC
UIO,SCY
AYT,GVA
BDS,BRN
BDS,ZRH
BRI,ZRH
BRN,BDS
BRN,CTA
BRN,HDF
BRN,HER
BRN,PMI
BRN,RHO
BRS,ZRH
CLY,ZRH
CTA,BRN
FUE,GVA
GVA,ACE
GVA,AYT
GVA,HER
GVA,KGS
GVA,LCA
GVA,LPA
HDF,BRN
HDF,ZRH
HER,BRN
HER,GVA
INV,ZRH
KGS,BRN
LCA,GVA
PMI,BRN
RHO,GVA
RLG,ZRH
SUF,ZRH
TFS,GVA
ZRH,BDS
ZRH,BRI
ZRH,BRS
ZRH,CLY
ZRH,HDF
ZRH,INV
ZRH,RLG
ZRH,SUF
AJR,LYC
ARN,GEV
ARN,HAD
ARN,LYC
ARN,VBY
ARN,VHM
GEV,ARN
HAD,ARN
HMV,VHM
LYC,AJR
LYC,ARN
VBY,ARN
VBY,VHM
VHM,ARN
VHM,HMV
VHM,VBY
ADQ,AOS
ADQ,KKB
ADQ,KLN
ADQ,KOZ
ADQ,KPY
ADQ,OLH
AOS,KZB
KLN,KYK
KOZ,ORI
KPY,UGI
UGI,KWP
BCD,CEB
BCD,MNL
BSO,MNL
BXU,CEB
BXU,MNL
CBO,MNL
CEB,BCD
CEB,BXU
CEB,CGY
CEB,DVO
CEB,HKG
CEB,ILO
CEB,MNL
CEB,MPH
CEB,OZC
CEB,PPS
CEB,TAC
CEB,USU
CEB,ZAM
CGY,CEB
CGY,DVO
CGY,MNL
CRM,MNL
CYP,MNL
DGT,MNL
DPL,MNL
DVO,CEB
DVO,CGY
DVO,MNL
DVO,ZAM
GES,ILO
GES,MNL
HKG,CEB
ILO,CEB
ILO,GES
ILO,MNL
ILO,PPS
JOL,ZAM
KLO,MNL
KUL,MNL
LAO,MNL
LGP,MNL
MBT,MNL
MNL,BCD
MNL,BSO
MNL,BXU
MNL,CBO
MNL,CEB
MNL,CGY
MNL,CRM
MNL,CYP
MNL,DGT
MNL,DPL
MNL,DVO
MNL,GES
MNL,ILO
MNL,KLO
MNL,KUL
MNL,LAO
MNL,LGP
MNL,MBT
MNL,MPH
MNL,OZC
MNL,PPS
MNL,RXS
MNL,SIN
MNL,SUG
MNL,TAC
MNL,TAG
MNL,TUG
MNL,USU
MNL,WNP
MNL,ZAM
MPH,CEB
MPH,MNL
OZC,CEB
OZC,MNL
PPS,CEB
PPS,ILO
PPS,MNL
PPS,USU
RXS,MNL
SIN,MNL
SUG,MNL
TAC,CEB
TAC,MNL
TAG,MNL
TUG,MNL
TWT,ZAM
USU,CEB
USU,MNL
USU,PPS
WNP,MNL
ZAM,CEB
ZAM,DVO
ZAM,JOL
ZAM,MNL
ZAM,TWT
HEL,POR
POR,HEL
CGA,HYL
CGA,KTN
HYL,CGA
HYL,KTB
HYL,KTN
KTB,HYL
KTB,KTN
KTN,CGA
KTN,HYL
KTN,KTB
KTN,MTM
MTM,KTN
ACC,BJL
ACC,ROB
BCN,BJL
BJL,ACC
BJL,BCN
BJL,DKR
BJL,FNA
BJL,LGW
DKR,BJL
DKR,FNA
FNA,BJL
FNA,DKR
FNA,LGW
FNA,ROB
LGW,BJL
LGW,FNA
ROB,ACC
ROB,FNA
AKV,YIK
AKV,YPX
XGR,YVP
YGL,YGW
YGL,YPX
YGL,YUL
YGW,YGL
YGW,YSK
YGW,YUD
YGW,YUL
YGW,YUY
YIK,AKV
YIK,YZG
YKG,YPJ
YKG,YQC
YKG,YVP
YKL,YQB
YKL,YVP
YKL,YWK
YKL,YZV
YPH,YPX
YPH,YUD
YPH,YVP
YPJ,YKG
YPJ,YTQ
YPJ,YVP
YPX,AKV
YPX,YGL
YPX,YPH
YPX,YVP
YQB,YKL
YQB,YUL
YQC,YKG
YQC,YWB
YSK,YGW
YSK,YUD
YTQ,YPJ
YTQ,YVP
YUD,YGW
YUD,YPH
YUD,YSK
YUL,YGL
YUL,YGW
YUL,YQB
YUL,YUY
YUY,YGW
YUY,YUL
YVP,XGR
YVP,YKG
YVP,YKL
YVP,YPH
YVP,YPX
YVP,YTQ
YWB,YQC
YWB,YZG
YWK,YKL
YWK,YZV
YZG,YIK
YZG,YWB
YZV,YKL
YZV,YWK
BBO,JIB
BBO,MGQ
DXB,BBO
JED,BBO
JIB,DXB
JIB,JED
JIB,MGQ
MGQ,BBO
MGQ,JIB
MGQ,NBO
NBO,MGQ
BKK,SIN
CAN,SIN
HAK,SIN
HGH,SIN
HKG,SIN
HKT,SIN
KIX,MNL
KIX,TPE
KUL,SIN
MNL,KIX
MNL,SIN
PEN,SIN
PER,SIN
PNH,SIN
REP,PNH
RGN,SIN
SGN,SIN
SIN,BKK
SIN,CAN
SIN,HAK
SIN,HGH
SIN,HKG
SIN,HKT
SIN,KUL
SIN,MNL
SIN,PEN
SIN,PER
SIN,PNH
SIN,REP
SIN,RGN
SIN,SGN
SIN,SWA
SIN,TPE
SWA,SIN
TPE,KIX
TPE,SIN
ACH,EBA
DUS,FDH
EBA,ACH
EBA,FDH
EBA,GVA
EBA,MUC
EBA,ZRH
FDH,DUS
FDH,EBA
FDH,HAM
FDH,OLB
FDH,PUY
FDH,TXL
FDH,ZAD
FKB,HAM
GRZ,ZRH
GVA,EBA
HAM,FDH
HAM,FKB
MAH,FDH
MUC,EBA
OLB,FDH
PUY,FDH
SZG,ZRH
TXL,FDH
ZAD,FDH
ZRH,EBA
ZRH,GRZ
ZRH,SZG
ATL,LWB
ATL,MCN
ATL,MEI
ATL,MSL
ATL,PIB
ATL,TUP
BIM,FLL
ELH,FLL
EYW,FLL
EYW,RSW
EYW,TPA
FLL,BIM
FLL,ELH
FLL,EYW
FLL,FPO
FLL,GGT
FLL,GHB
FLL,MCO
FLL,MHH
FLL,TCB
FLL,TPA
FPO,FLL
GGT,FLL
GHB,FLL
GLH,TUP
GNV,MCO
GNV,TPA
JAX,MHH
JAX,TPA
LWB,ATL
MCN,ATL
MCN,MCO
MCO,FLL
MCO,GNV
MCO,MCN
MCO,MHH
MCO,PNS
MCO,RSW
MEI,ATL
MHH,FLL
MHH,JAX
MHH,MCO
MHH,PBI
MSL,ATL
PBI,MHH
PBI,TPA
PIB,ATL
PNS,MCO
PNS,TPA
RSW,EYW
RSW,MCO
TCB,FLL
TLH,TPA
TPA,EYW
TPA,FLL
TPA,GNV
TPA,JAX
TPA,PBI
TPA,PNS
TPA,TLH
TUP,ATL
TUP,GLH
AMS,CMN
AMS,NDR
AMS,TNG
BCN,CMN
BCN,NDR
BCN,TNG
BGY,CMN
BLQ,CMN
BRU,CMN
BRU,NDR
BRU,TNG
